団体コード,都道府県,市区町村,受入件数,受入額_円,返礼品調達費_円,送付費_円,広報費_円,決済費_円,事務費_円,その他費_円,経費合計_円,返礼品率,送付費率,広報費率,決済費率,事務費率,経費率合計,ポータル費_円,年度,受入額_億円,経費合計_億円,ポータル費_億円
013927,北海道,寿都町,97339,1366905000,407615950.0,125674285.0,330000.0,9131653.0,140700350.0,0.0,683452238.0,0.2982035693775354,0.0919407603308203,0.0002414213131124,0.0066805322974164,0.1029335250072243,0.4999998083261089,135824490.0,2024,13.67,6.83,1.36
013935,北海道,黒松内町,15357,235055600,63165232.0,22660282.0,0.0,4627165.0,26550030.0,0.0,117002709.0,0.2687246421697675,0.0964039231569041,0.0,0.0196854063464133,0.112952127071212,0.4977660987442971,28641108.0,2024,2.35,1.17,0.29
013943,北海道,蘭越町,4749,134181000,31341182.0,10924182.0,891146.0,13160507.0,9849108.0,0.0,66166125.0,0.233573918811158,0.0814137769132738,0.0066413724744934,0.0980802572644413,0.073401658953205,0.4931109844165716,10641727.0,2024,1.34,0.66,0.11
013951,北海道,ニセコ町,2922,141302000,31777507.0,4595210.0,340000.0,13105653.0,10916369.0,0.0,60734739.0,0.2248907092610154,0.0325204880327242,0.0024061938259897,0.0927492392181285,0.0772555873236047,0.4298222176614626,11471497.0,2024,1.41,0.61,0.11
013960,北海道,真狩村,750,26080000,6019496.0,1560044.0,0.0,2696262.0,2613943.0,0.0,12889745.0,0.2308088957055214,0.0598176380368098,0.0,0.1033842791411042,0.1002278757668711,0.4942386886503067,2548709.0,2024,0.26,0.13,0.03
013978,北海道,留寿都村,2244,255644000,69032311.0,1429816.0,516572.0,2469427.0,43805423.0,0.0,117253549.0,0.2700329794558057,0.0055929965107727,0.0020206693683403,0.0096596321447012,0.1713532216676315,0.4586594991472516,28053858.0,2024,2.56,1.17,0.28
013986,北海道,喜茂別町,5718,94504500,20462628.0,8237213.0,105121.0,744470.0,17636617.0,0.0,47186049.0,0.2165254352967319,0.0871621245549153,0.0011123385658883,0.0078776142934992,0.1866219809638694,0.4992994936749044,10032289.0,2024,0.95,0.47,0.1
013994,北海道,京極町,3136,54154000,10286318.0,5377311.0,0.0,283149.0,10783339.0,0.0,26730117.0,0.1899456734497913,0.0992966539867784,0.0,0.0052285888392362,0.1991235919784318,0.4935945082542379,18609668.0,2024,0.54,0.27,0.19
014001,北海道,倶知安町,29980,1178009260,298264118.0,74402937.0,8905926.0,9394462.0,192306350.0,0.0,583273793.0,0.2531933560522266,0.0631598914595968,0.0075601493998442,0.0079748626084654,0.163246891624604,0.4951351511447371,304935322.0,2024,11.78,5.83,3.05
014010,北海道,共和町,2315,43996500,8622855.0,3626392.0,168960.0,349259.0,7704337.0,0.0,20471803.0,0.1959895673519484,0.0824245564988124,0.0038403054788449,0.0079383360040003,0.1751124975850351,0.4653052629186412,4823445.0,2024,0.44,0.2,0.05
014028,北海道,岩内町,16627,289902595,63959388.0,18158726.0,624017.0,4916334.0,47546293.0,0.0,135204758.0,0.2206237167349261,0.0626373351366516,0.0021525057407644,0.0169585718955016,0.1640078213166736,0.4663799508245174,29564071.0,2024,2.9,1.35,0.3
014036,北海道,泊村,280,5185000,1218001.0,366166.0,0.0,116339.0,797657.0,11547.0,2509710.0,0.2349085824493731,0.0706202507232401,0.0,0.0224376084860173,0.1538393442622951,0.4840327868852459,902996.0,2024,0.05,0.03,0.01
014044,北海道,神恵内村,479,6672000,1313809.0,659382.0,0.0,177081.0,419091.0,0.0,2569363.0,0.1969138189448441,0.0988282374100719,0.0,0.026540917266187,0.0628133992805755,0.3850963729016786,596172.0,2024,0.07,0.03,0.01
