団体コード,都道府県,市区町村,受入件数,受入額_円,返礼品調達費_円,送付費_円,広報費_円,決済費_円,事務費_円,その他費_円,経費合計_円,返礼品率,送付費率,広報費率,決済費率,事務費率,経費率合計,ポータル費_円,年度,受入額_億円,経費合計_億円,ポータル費_億円
073032,福島県,国見町,4930,316074000,76739144.0,2552440.0,2899792.0,1900604.0,52279907.0,0.0,136371887.0,0.242788536861621,0.0080754506855989,0.009174408524586,0.0060131614748444,0.1654040098204851,0.4314555673671355,35633583.0,2024,3.16,1.36,0.36
073083,福島県,川俣町,770,13613000,3550441.0,859036.0,0.0,65613.0,1795951.0,0.0,6271041.0,0.2608125321383971,0.0631040916770733,0.0,0.0048198780577389,0.1319291118783515,0.460665613751561,1761564.0,2024,0.14,0.06,0.02
073229,福島県,大玉村,4597,61560000,8554627.0,4021668.0,123468.0,891898.0,10212695.0,173220.0,23977576.0,0.1389640513320338,0.0653292397660818,0.0020056530214424,0.0144882716049382,0.1658982293697206,0.3894992852501624,5624923.0,2024,0.62,0.24,0.06
073423,福島県,鏡石町,3797,106299500,12752328.0,4981181.0,0.0,180922.0,12348094.0,0.0,30262525.0,0.1199660205363148,0.0468598723418266,0.0,0.0017020023612528,0.1161632368919891,0.2846911321313835,11640570.0,2024,1.06,0.3,0.12
073440,福島県,天栄村,4922,129018400,35217663.0,4866014.0,0.0,11136794.0,13260850.0,0.0,64481321.0,0.2729662048203977,0.0377156591617939,0.0,0.0863194242061597,0.1027826263540704,0.4997839145424219,13153270.0,2024,1.29,0.64,0.13
073628,福島県,下郷町,675,9399000,2350800.0,677760.0,0.0,217637.0,1363111.0,0.0,4609308.0,0.2501117140121289,0.0721097989147781,0.0,0.0231553356740078,0.1450272369401,0.490404085541015,1567704.0,2024,0.09,0.05,0.02
073644,福島県,檜枝岐村,215,6396500,1817860.0,108199.0,0.0,52414.0,1082950.0,0.0,3061423.0,0.2841960447119518,0.0169153443289298,0.0,0.0081941686860001,0.1693035253654342,0.4786090830923161,548177.0,2024,0.06,0.03,0.01
073679,福島県,只見町,1331,24262591,6020141.0,2752800.0,0.0,247386.0,2888213.0,0.0,11908540.0,0.2481244068286029,0.1134586161881886,0.0,0.0101961905057872,0.1190397596035806,0.4908189731261595,2417804.0,2024,0.24,0.12,0.02
073687,福島県,南会津町,2187,62513000,13108112.0,1973622.0,0.0,470418.0,11345527.0,0.0,26897679.0,0.2096861772751267,0.0315713851518884,0.0,0.0075251227744629,0.1814906819381568,0.4302733671396349,6439459.0,2024,0.63,0.27,0.06
074021,福島県,北塩原村,2227,131384100,35696437.0,2744801.0,10285.0,936965.0,17972481.0,0.0,57360969.0,0.2716952584064586,0.0208914244569928,7.828192300285956e-05,0.0071314946024671,0.136793424775144,0.4365898841640655,14625826.0,2024,1.31,0.57,0.15
074055,福島県,西会津町,8920,287377200,74279458.0,19321811.0,660000.0,13846270.0,33527382.0,0.0,141634921.0,0.2584737341723699,0.0672350172525865,0.0022966331358228,0.048181518923561,0.116666812816048,0.4928537163003885,31772873.0,2024,2.87,1.42,0.32
074071,福島県,磐梯町,18710,712710700,202656730.0,24389001.0,23958278.0,10379324.0,91244536.0,0.0,352627869.0,0.2843464115243394,0.0342200573107714,0.0336157125184173,0.0145631656715691,0.1280246473078066,0.4947699943329039,85830821.0,2024,7.13,3.53,0.86
074080,福島県,猪苗代町,2875,145412400,36173349.0,2072680.0,1053328.0,330805.0,25087151.0,0.0,64717313.0,0.24876385370161,0.0142538050400103,0.0072437288704402,0.0022749435398906,0.1725241519980414,0.4450604831499927,15211820.0,2024,1.45,0.65,0.15
074217,福島県,会津坂下町,15157,622440500,184747959.0,37843212.0,1989585.0,1080375.0,85374122.0,0.0,311035253.0,0.2968122398847761,0.0607981196596301,0.0031964260037706,0.0017357080716952,0.1371602940361367,0.4997027876560089,58143995.0,2024,6.22,3.11,0.58
074225,福島県,湯川村,2323,119666000,32871884.0,6339543.0,495000.0,11380075.0,6157320.0,0.0,57243822.0,0.2746969398158207,0.0529769775876188,0.0041365132953386,0.0950986495746494,0.0514542142296057,0.4783632945030334,10270757.0,2024,1.2,0.57,0.1
074233,福島県,柳津町,2921,35666900,10667554.0,2997086.0,930600.0,628410.0,2217100.0,0.0,17440750.0,0.2990883424127132,0.0840298988698204,0.0260914180935264,0.0176188566990683,0.0621612755804401,0.4889897916555686,3647608.0,2024,0.36,0.17,0.04
074446,福島県,三島町,402,5216000,1526974.0,386004.0,0.0,5610.0,599479.0,0.0,2518067.0,0.2927480828220858,0.0740038343558282,0.0,0.0010755368098159,0.1149307898773006,0.4827582438650307,342276.0,2024,0.05,0.03,0.0
074454,福島県,金山町,1288,20621100,4083730.0,1079591.0,0.0,786324.0,775716.0,0.0,6725361.0,0.1980364772005373,0.0523537056704055,0.0,0.0381320104165151,0.0376175858707828,0.3261397791582408,701191.0,2024,0.21,0.07,0.01
074462,福島県,昭和村,295,5327000,1486773.0,325158.0,0.0,0.0,632544.0,0.0,2444475.0,0.2791013703773231,0.0610396095363243,0.0,0.0,0.1187430073211939,0.4588839872348413,632544.0,2024,0.05,0.02,0.01
074471,福島県,会津美里町,2166,40057806,8870362.0,2258817.0,0.0,1004587.0,3676398.0,0.0,15810164.0,0.2214390373751373,0.0563889345312621,0.0,0.0250784329026906,0.0917773180088794,0.3946837228179696,2656197.0,2024,0.4,0.16,0.03
074616,福島県,西郷村,3226,77974500,23321482.0,3491634.0,0.0,916755.0,11216700.0,0.0,38946571.0,0.299091138769726,0.0447791778081295,0.0,0.0117571129022949,0.1438508743242983,0.4994783038044489,10262994.0,2024,0.78,0.39,0.1
074641,福島県,泉崎村,305,6476000,1512088.0,367977.0,0.0,105948.0,989424.0,0.0,2975437.0,0.233491043854231,0.0568216491661519,0.0,0.016360098826436,0.1527831995058678,0.4594559913526868,1031810.0,2024,0.06,0.03,0.01
074659,福島県,中島村,112,2413000,351018.0,108753.0,49500.0,94277.0,307466.0,0.0,911014.0,0.1454695399917115,0.0450696228760878,0.0205138831330294,0.0390704517198508,0.1274206382096974,0.3775441359303771,124459.0,2024,0.02,0.01,0.0
074667,福島県,矢吹町,3782,61487900,11158325.0,3386055.0,0.0,302166.0,5226948.0,0.0,20073494.0,0.1814718830859404,0.0550686395209464,0.0,0.004914235158462,0.0850077494921765,0.3264625072575254,5399625.0,2024,0.61,0.2,0.05
074811,福島県,棚倉町,26998,625048000,173955488.0,37811480.0,0.0,1240135.0,78159679.0,0.0,291166782.0,0.2783074067911584,0.060493722082144,0.0,0.0019840636239136,0.1250458828761951,0.4658310753734113,75531855.0,2024,6.25,2.91,0.76
074829,福島県,矢祭町,64,6470000,489000.0,50215.0,0.0,25308.0,647580.0,0.0,1212103.0,0.0755795981452859,0.0077612055641421,0.0,0.0039115919629057,0.1000896445131375,0.1873420401854714,49500.0,2024,0.06,0.01,0.0
074837,福島県,塙町,149,5261000,1511472.0,196146.0,0.0,621830.0,47594.0,0.0,2377042.0,0.287297471963505,0.0372830260406766,0.0,0.1181961604257745,0.0090465690933282,0.4518232275232845,71445.0,2024,0.05,0.02,0.0
074845,福島県,鮫川村,1302,17013000,3229746.0,1223809.0,0.0,541021.0,3329353.0,0.0,8323929.0,0.1898398871451243,0.0719337565391171,0.0,0.0318004467172162,0.1956946452712631,0.4892687356727208,1582948.0,2024,0.17,0.08,0.02
075019,福島県,石川町,568,19704400,5074938.0,481692.0,18480.0,246567.0,4005121.0,0.0,9826798.0,0.2575535413410202,0.0244459105580479,0.0009378615943647,0.012513296522604,0.2032602362924017,0.4987108463084387,1664174.0,2024,0.2,0.1,0.02
075027,福島県,玉川村,312,8214000,1466663.0,546003.0,0.0,132787.0,1189739.0,0.0,3335192.0,0.1785564889213537,0.066472242512783,0.0,0.0161659362064767,0.1448428293158022,0.4060374969564159,534101.0,2024,0.08,0.03,0.01
075035,福島県,平田村,68,1226000,211491.0,64084.0,0.0,115403.0,9078.0,0.0,400056.0,0.1725048939641109,0.0522707993474714,0.0,0.0941296900489396,0.0074045676998368,0.3263099510603588,115403.0,2024,0.01,0.0,0.0
075043,福島県,浅川町,112,3707000,872155.0,81300.0,0.0,0.0,233294.0,0.0,1186749.0,0.2352724575128136,0.021931480981926,0.0,0.0,0.0629333693013218,0.3201373077960615,153329.0,2024,0.04,0.01,0.0
075051,福島県,古殿町,486,12341000,2959825.0,360317.0,0.0,250505.0,1672392.0,0.0,5243039.0,0.2398367231180617,0.0291967425654323,0.0,0.0202985981687059,0.1355151122275342,0.4248471760797342,883999.0,2024,0.12,0.05,0.01
075213,福島県,三春町,1452,36787000,9275320.0,1356594.0,0.0,259561.0,6213095.0,0.0,17104570.0,0.252135808845516,0.0368769945904803,0.0,0.0070557805746595,0.1688937668198004,0.4649623508304564,4472556.0,2024,0.37,0.17,0.04
075221,福島県,小野町,466,12213000,3308570.0,856600.0,0.0,8190.0,1270557.0,0.0,5443917.0,0.2709055924015393,0.070138377139114,0.0,0.0006705969049373,0.104033161385409,0.4457477278309997,988380.0,2024,0.12,0.05,0.01
075418,福島県,広野町,89,2628000,628780.0,96507.0,132000.0,0.0,446866.0,0.0,1304153.0,0.2392617960426179,0.036722602739726,0.0502283105022831,0.0,0.1700403348554033,0.4962530441400304,441958.0,2024,0.03,0.01,0.0
075426,福島県,楢葉町,311,6020000,1179382.0,354044.0,0.0,713325.0,659395.0,0.0,2906146.0,0.1959106312292358,0.0588112956810631,0.0,0.1184925249169435,0.1095340531561461,0.4827485049833887,551830.0,2024,0.06,0.03,0.01
075434,福島県,富岡町,261,11533625,893629.0,158451.0,0.0,34243.0,428272.0,0.0,1514595.0,0.0774803238357411,0.0137381785865241,0.0,0.0029689711604114,0.0371324713609121,0.1313199449435888,135235.0,2024,0.12,0.02,0.0
075442,福島県,川内村,226,9247000,1378697.0,300604.0,330000.0,113944.0,2335991.0,0.0,4459236.0,0.1490966800043257,0.0325082729533902,0.0356872499188926,0.0123222666810857,0.2526214988644966,0.4822359684221909,364668.0,2024,0.09,0.04,0.0
075451,福島県,大熊町,215,6587290,663330.0,162519.0,0.0,0.0,1029282.0,0.0,1855131.0,0.1006984662888684,0.024671602434385,0.0,0.0,0.1562527230469586,0.281622791770212,790748.0,2024,0.07,0.02,0.01
075469,福島県,双葉町,315,10663054,1771678.0,238447.0,0.0,112197.0,328656.0,0.0,2450978.0,0.1661510857958704,0.0223619799730921,0.0,0.0105220324308589,0.0308219390054669,0.2298570372052884,45375.0,2024,0.11,0.02,0.0
075477,福島県,浪江町,636,17533481,3834498.0,737192.0,0.0,1413533.0,2740914.0,0.0,8726137.0,0.2186957626953826,0.0420448169989747,0.0,0.0806190738735793,0.156324576962213,0.4976842305301497,1329680.0,2024,0.18,0.09,0.01
075485,福島県,葛尾村,635,14865000,2982676.0,1594336.0,0.0,43213.0,2802141.0,0.0,7422366.0,0.2006509249915909,0.1072543558694921,0.0,0.0029070299360914,0.1885059535822401,0.4993182643794147,1861224.0,2024,0.15,0.07,0.02
075612,福島県,新地町,874,6619000,1684897.0,449745.0,53856.0,421417.0,661267.0,0.0,3271182.0,0.2545546155008309,0.0679475751624112,0.0081365765221332,0.0636677745883063,0.099904366218462,0.4942109079921438,896390.0,2024,0.07,0.03,0.01
075647,福島県,飯舘村,701,9390722,2509666.0,442882.0,0.0,118288.0,1007003.0,0.0,4077839.0,0.2672495256488266,0.0471616559408318,0.0,0.0125962625663926,0.1072338207860907,0.4342412649421418,198111.0,2024,0.09,0.04,0.0
080004,茨城県,0,7133,290483700,70552687.0,5102868.0,0.0,2125257.0,40940244.0,0.0,118721056.0,0.2428800204624218,0.0175667963469206,0.0,0.0073162693810358,0.1409381800080348,0.4087012661984132,110442984.0,2024,2.9,1.19,1.1
082015,茨城県,水戸市,51601,899523725,176267303.0,45296614.0,5125049.0,9091195.0,113543062.0,150620.0,349473843.0,0.1959562578518982,0.0503562193426304,0.0056975139816351,0.0101066761746612,0.1262257557464646,0.3885098672633676,59784675.0,2024,9.0,3.49,0.6
082023,茨城県,日立市,20137,3234882000,915335788.0,34314751.0,11891152.0,427853742.0,8657748.0,390000.0,1398443181.0,0.2829580145427252,0.0106077288136012,0.0036759152265832,0.132262549916813,0.0026763721211469,0.4323011414326705,464441212.0,2024,32.35,13.98,4.64
082031,茨城県,土浦市,54230,899144300,240940233.0,61941398.0,129600.0,12329811.0,130420988.0,0.0,445762030.0,0.2679661462570579,0.068889273946351,0.0001441370422967,0.0137128278519921,0.1450501193190014,0.4957625044166993,81933061.0,2024,8.99,4.46,0.82
082040,茨城県,古河市,23975,485101171,113308914.0,26573052.0,3245493.0,9318953.0,65245105.0,116680.0,217808197.0,0.2335779024536718,0.0547783711699182,0.0066903425388762,0.0192103288078849,0.1344979334218098,0.4489954055377863,81250360.0,2024,4.85,2.18,0.81
082058,茨城県,石岡市,4659,102791700,14115489.0,3936483.0,0.0,309199.0,14051241.0,0.0,32412412.0,0.1373212915050534,0.0382957281570399,0.0,0.0030080152385844,0.1366962604957404,0.3153212953964182,9863956.0,2024,1.03,0.32,0.1
082074,茨城県,結城市,2297,72201000,16097716.0,3024687.0,1126467.0,1189297.0,14285831.0,0.0,35723998.0,0.2229569673550228,0.0418925915153529,0.0156018199193916,0.0164720294732759,0.1978619548205703,0.4947853630836138,6521078.0,2024,0.72,0.36,0.07
082082,茨城県,龍ケ崎市,9663,355966000,100145069.0,9022700.0,775064.0,5464956.0,62482434.0,0.0,177890223.0,0.2813332425006882,0.0253470837102419,0.0021773540169566,0.0153524662467763,0.1755292190827213,0.4997393655573847,35920313.0,2024,3.56,1.78,0.36
082104,茨城県,下妻市,87888,1710673500,431051933.0,90879797.0,29988736.0,23381581.0,272610005.1666667,0.0,847912052.1666667,0.2519779098700015,0.0531251562615542,0.0175303680100264,0.0136680558855912,0.1593582908525014,0.495659780879675,161326409.0,2024,17.11,8.48,1.61
082112,茨城県,常総市,35614,575401388,121479066.0,38242144.0,863251.0,8412691.0,116311219.0,0.0,285308371.0,0.211120564763045,0.0664616818755397,0.0015002588071615,0.0146205608388278,0.2021392742973362,0.4958423405819104,59320579.0,2024,5.75,2.85,0.59
082121,茨城県,常陸太田市,20624,362549500,96440224.0,21597936.0,0.0,2252587.0,60420478.0,0.0,180711225.0,0.266005673708004,0.0595723783924677,0.0,0.0062131846823675,0.1666544237407581,0.4984456605235974,42809875.0,2024,3.63,1.81,0.43
082147,茨城県,高萩市,1167,30583000,8059711.0,1313598.0,79032.0,532816.0,4607398.0,0.0,14592555.0,0.2635356570643822,0.0429519013831213,0.0025841807540136,0.0174219664519504,0.1506522577902756,0.4771459634437432,4132291.0,2024,0.31,0.15,0.04
082155,茨城県,北茨城市,10765,206239535,56852279.0,9445341.0,6515359.0,3211752.0,34964571.0,0.0,110989302.0,0.2756614002257133,0.0457979164857989,0.0315912223134133,0.0155729210696678,0.1695337947692715,0.538157254863865,48720325.0,2024,2.06,1.11,0.49
082163,茨城県,笠間市,14755,230925600,59506287.0,14865883.0,1585340.0,3117668.0,34093261.0,222227.0,113390666.0,0.2576859689874141,0.0643752056939551,0.0068651548377486,0.013500746560797,0.1476374252140083,0.491026832884704,44110919.0,2024,2.31,1.13,0.44
082171,茨城県,取手市,105288,1958662300,564396459.0,141326980.0,1042890.0,4263520.0,267991098.0,0.0,979020947.0,0.2881540421746005,0.0721548477243882,0.0005324501319089,0.002176750938638,0.1368235341028415,0.4998416250723772,246665089.0,2024,19.59,9.79,2.47
082198,茨城県,牛久市,41319,925330616,260588994.0,32860384.0,0.0,4789251.0,159553530.0,0.0,457792159.0,0.2816171749795426,0.0355120466477681,0.0,0.005175718729272,0.172428672780454,0.4947336131370368,99000854.0,2024,9.25,4.58,0.99
082201,茨城県,つくば市,12983,274268600,72372256.0,13006574.0,816993.0,2048999.0,48292500.0,14240.0,136551562.0,0.2638736479494918,0.0474227600242973,0.0029788061775937,0.0074707749993984,0.1760773927456515,0.4978753018026854,96546832.0,2024,2.74,1.37,0.97
082210,茨城県,ひたちなか市,20180,346170000,101618013.0,15383675.0,0.0,928806.0,52371868.0,0.0,170302362.0,0.2935494496923477,0.0444396539272611,0.0,0.0026830921223676,0.1512894473813444,0.4919616431233209,164675859.0,2024,3.46,1.7,1.65
082228,茨城県,鹿嶋市,29173,358545555,75925034.0,25893547.0,0.0,702655.0,69713777.0,0.0,172235013.0,0.2117584026386828,0.0722182903648045,0.0,0.0019597370270006,0.1944349219445769,0.4803713519750649,79004753.0,2024,3.59,1.72,0.79
082236,茨城県,潮来市,23934,274241000,79775441.0,16172156.0,28875.0,328883.0,41125357.0,167652.0,137598364.0,0.290895383987077,0.0589705988528338,0.0001052906020616,0.0011992481065923,0.1499606441050025,0.5017424965632418,136281823.0,2024,2.74,1.38,1.36
082244,茨城県,守谷市,335898,7037740437,2041334828.0,491368698.0,30254774.0,109846332.0,842064429.0,0.0,3514869061.0,0.2900554299030338,0.0698190992405308,0.0042989329133168,0.0156081817713107,0.1196498274606657,0.4994314712888579,640753491.0,2024,70.38,35.15,6.41
082252,茨城県,常陸大宮市,16162,194247440,44729031.0,17453542.0,1012000.0,815613.0,32471407.0,0.0,96481593.0,0.2302683165348279,0.0898521082182601,0.0052098498698361,0.0041988352587812,0.1671651734509345,0.49669428333264,16045694.0,2024,1.94,0.96,0.16
082261,茨城県,那珂市,2205,58984500,13236883.0,2994464.0,41919.0,1083519.0,8552650.0,0.0,25909435.0,0.2244129050852342,0.0507669642024599,0.0007106782290262,0.0183695547135264,0.1449982622553382,0.4392583644855852,5775258.0,2024,0.59,0.26,0.06
082279,茨城県,筑西市,35021,554584700,134509409.0,52414403.0,6546394.0,2899589.0,80047150.0,264781.0,276681726.0,0.2425407859250354,0.0945110873055098,0.0118041374022759,0.0052283970329509,0.1443371048642344,0.498898952675759,43339196.0,2024,5.55,2.77,0.43
082287,茨城県,坂東市,13641,272469200,79744200.0,15068868.0,563632.0,5026714.0,35748117.0,0.0,136151531.0,0.2926723460853557,0.0553048491352417,0.0020686081215785,0.0184487420963543,0.1312005797352508,0.4996951251737811,26120463.0,2024,2.72,1.36,0.26
082295,茨城県,稲敷市,24271,617215000,171757100.0,23808711.0,1246300.0,1933424.0,101662400.0,0.0,300407935.0,0.2782775856063122,0.038574420582779,0.0020192315481639,0.0031324967798903,0.1647114862730166,0.4867152207901623,80537705.0,2024,6.17,3.0,0.81
082309,茨城県,かすみがうら市,15136,196159000,54169570.0,14278634.0,131421.0,286925.0,27774009.0,0.0,96640559.0,0.2761513364158667,0.0727911235273426,0.0006699718085838,0.0014627164698025,0.141589266870243,0.4926644150918388,96835579.0,2024,1.96,0.97,0.97
082317,茨城県,桜川市,24856,522781500,104844867.0,30171929.0,2659613.0,6395531.0,69660362.0,0.0,213732302.0,0.2005519839550558,0.0577142247765079,0.0050874275390387,0.0122336597603396,0.1332494780324093,0.4088367740633515,39003094.0,2024,5.23,2.14,0.39
082325,茨城県,神栖市,32601,607040859,147340846.0,34361034.0,1122737.0,11345970.0,103135660.0,0.0,297306247.0,0.2427198166573496,0.05660415355995,0.0018495245968278,0.0186906199669831,0.1698990413427838,0.4897631561238944,104618619.0,2024,6.07,2.97,1.05
082333,茨城県,行方市,91734,966144800,262996125.0,78353590.0,918533.0,1426177.0,137800965.0,0.0,481495390.0,0.2722119137835239,0.08109922032391,0.0009507198092873,0.0014761524359495,0.142629722791035,0.498367729143706,100362308.0,2024,9.66,4.81,1.0
082341,茨城県,鉾田市,18108,330896000,78706667.0,17237638.0,4631522.0,14091952.0,43670470.0,0.0,158338249.0,0.2378592276727431,0.0520938240413906,0.0139969114162758,0.0425872540012571,0.1319764215947004,0.4785136387263672,20655552.0,2024,3.31,1.58,0.21
082350,茨城県,つくばみらい市,107619,2298909220,670285146.0,71221956.0,25949330.0,32083446.0,268584834.0,0.0,1068124712.0,0.2915666004419261,0.0309807605191126,0.0112876705936217,0.0139559429841253,0.1168314223386341,0.4646223968774199,202678445.0,2024,22.99,10.68,2.03
082368,茨城県,小美玉市,50201,747209500,205149493.0,44103220.0,565808.0,2816809.0,117463654.0,0.0,370098984.0,0.2745541819262201,0.0590239015965401,0.000757228059868,0.0037697713961077,0.1572031056885652,0.4953081886673015,136598845.0,2024,7.47,3.7,1.37
083020,茨城県,茨城町,18109,356500100,95488548.0,29790240.0,20082852.0,5807025.0,25914185.0,0.0,177082850.0,0.2678499893828922,0.083563062114148,0.0563333698924628,0.0162889856131877,0.0726905406197642,0.4967259476224551,40521980.0,2024,3.57,1.77,0.41
083097,茨城県,大洗町,113100,1750223700,502193034.0,129173952.0,8236228.0,33303740.0,200480158.0,0.0,873387112.0,0.2869307700495657,0.0738042525649721,0.0047058144624598,0.0190282762140633,0.1145454481047194,0.4990145613957804,307328922.0,2024,17.5,8.73,3.07
083101,茨城県,城里町,3012,54366900,15090097.0,2639779.0,0.0,234755.0,7056257.0,876442.0,25897330.0,0.2775603722117685,0.0485548927748317,0.0,0.0043179765629454,0.1297895778497578,0.4763436944170074,3778367.0,2024,0.54,0.26,0.04
083411,茨城県,東海村,3118,56455000,14757561.0,2015997.0,0.0,164924.0,8570089.0,0.0,25508571.0,0.2614039677619343,0.0357098042688867,0.0,0.0029213355770082,0.1518038969090426,0.4518390045168718,25068105.0,2024,0.56,0.26,0.25
083640,茨城県,大子町,2497,84131888,21261563.0,4039565.0,73700.0,2696665.0,10817923.0,0.0,38889416.0,0.2527170553928375,0.0480146719160753,0.0008760055402536,0.0320528287680885,0.1285829102040358,0.4622434718212909,9077468.0,2024,0.84,0.39,0.09
084425,茨城県,美浦村,3909,379159000,111457295.0,4965323.0,0.0,1099574.0,62002011.0,0.0,179524203.0,0.2939592492859196,0.0130956221532391,0.0,0.0029000340226659,0.1635250936942021,0.4734799991560269,61261443.0,2024,3.79,1.8,0.61
084433,茨城県,阿見町,4933,88503500,21083547.0,5371405.0,1306919.0,1491353.0,13709397.0,0.0,42962621.0,0.2382227482528939,0.0606914415814063,0.0147668623274785,0.0168507799126588,0.1549023145977277,0.4854341466721655,11092080.0,2024,0.89,0.43,0.11
084476,茨城県,河内町,1192,61977100,18150385.0,945302.0,0.0,1072686.0,8226746.0,0.0,28395119.0,0.2928563130575648,0.0152524400141342,0.0,0.0173077798089939,0.1327384792124833,0.4581550120931763,6901719.0,2024,0.62,0.28,0.07
085219,茨城県,八千代町,93465,1529629800,402314218.0,118938626.0,1760000.0,21212154.0,219249495.0,0.0,763474493.0,0.2630141083809952,0.077756478070707,0.0011506051987219,0.0138675083343695,0.1433350049796362,0.49912370496443,142510640.0,2024,15.3,7.63,1.43
085421,茨城県,五霞町,42057,722786700,172629411.0,62497768.0,555946.0,16278053.0,108657896.0,0.0,360619074.0,0.238838665681037,0.0864677891831711,0.0007691702130102,0.0225212403603995,0.1503318973633576,0.4989287628009757,63928892.0,2024,7.23,3.61,0.64
085464,茨城県,境町,339780,6004225203,1667787241.0,433881912.0,23244374.0,15555653.0,819602481.0,11174481.0,2971246142.0,0.277768935143654,0.07226276452509,0.0038713361364903,0.0025907844016622,0.136504287112763,0.4948592102300597,666493656.0,2024,60.04,29.71,6.66
085642,茨城県,利根町,1379,42503000,5306813.0,1592404.0,0.0,547557.0,4714893.0,0.0,12161667.0,0.1248573747735454,0.0374656847751923,0.0,0.0128827847446062,0.110930828412112,0.286136672705456,3126029.0,2024,0.43,0.12,0.03
090000,栃木県,0,1858,202933600,55155913.0,587043.0,353608.0,27735.0,30897227.0,0.0,87021526.0,0.2717929066453263,0.0028927836494301,0.0017424812845186,0.0001366703197499,0.1522528896151253,0.4288177315141504,81757429.0,2024,2.03,0.87,0.82
092011,栃木県,宇都宮市,38293,724143703,165229267.0,42094631.0,3922766.0,2639080.0,114771334.0,27990.0,328685068.0,0.2281719309516663,0.0581302175598701,0.0054171098688681,0.0036444147605879,0.1584924836389829,0.4538948093290262,170640219.0,2024,7.24,3.29,1.71
092029,栃木県,足利市,17658,283437463,77858248.0,19281400.0,935000.0,902121.0,42712890.0,0.0,141689659.0,0.2746928623193329,0.0680269989574384,0.0032987876412088,0.0031827867440374,0.1506959932110315,0.4998974288730491,19672077.0,2024,2.83,1.42,0.2
092037,栃木県,栃木市,43236,1663915000,471886294.0,79202354.0,760460.0,6610794.0,196939994.0,53271266.0,808671162.0,0.2836,0.0476,0.0004570305574503,0.0039730358822415,0.1183594077822484,0.4860050916062419,184551258.0,2024,16.64,8.09,1.85
092045,栃木県,佐野市,147317,2134293955,526408934.0,186699095.0,0.0,2313818.0,288499052.0,0.0,1003920899.0,0.2466431265322119,0.087475811175223,0.0,0.0010841140202732,0.1351730633562142,0.4703761150839224,991967135.0,2024,21.34,10.04,9.92
092053,栃木県,鹿沼市,8543,380527000,100163621.0,8355000.0,488565.0,2333746.0,76675498.0,0.0,188016430.0,0.2632234269841562,0.0219563920562798,0.0012839167785728,0.0061329314345631,0.201498180155416,0.494094847408988,43724353.0,2024,3.81,1.88,0.44
092061,栃木県,日光市,16454,1373369900,417478772.0,12920093.0,412755.0,15081295.0,206764995.0,0.0,652657910.0,0.3039813032162711,0.009407584220391,0.0003005417549925,0.0109812330967789,0.1505530265371332,0.4752236888255669,146971410.0,2024,13.73,6.53,1.47
092088,栃木県,小山市,398969,5807567000,1380793907.0,514178213.0,0.0,159746824.0,630336697.0,0.0,2685055641.0,0.2377577231567023,0.0885359072052031,0.0,0.0275066691438945,0.1085371373244596,0.4623374368302596,2672952629.0,2024,58.08,26.85,26.73
092096,栃木県,真岡市,79110,1104204100,271088128.0,100486334.0,20605498.0,28231058.0,131411066.0,0.0,551822084.0,0.2455054532038053,0.0910034059826439,0.0186609504529099,0.0255668838759066,0.119009760967198,0.4997464544824639,122527543.0,2024,11.04,5.52,1.23
092100,栃木県,大田原市,8499,299060000,84377002.0,9612549.0,0.0,4145158.0,50105053.0,80000.0,148319762.0,0.2821407142379455,0.0321425433023473,0.0,0.013860623286297,0.1675418076640139,0.4959531933391293,49192264.0,2024,2.99,1.48,0.49
092118,栃木県,矢板市,15257,276635600,63486760.0,15940622.0,2016967.0,2992494.0,42072286.0,0.0,126509129.0,0.2294959867782743,0.0576231764819856,0.0072910608757513,0.010817458056736,0.1520855811761031,0.4573132633688506,56346479.0,2024,2.77,1.27,0.56
092134,栃木県,那須塩原市,31239,774133200,202231137.0,32028769.0,3777128.0,2207808.0,138187829.0,66753.0,378499424.0,0.2612355819386121,0.0413737183730138,0.0048791706646866,0.0028519743113975,0.1785065270421162,0.488933201676404,126022005.0,2024,7.74,3.78,1.26
092142,栃木県,さくら市,32938,818738302,223278753.0,23399563.0,3656822.0,2304358.0,129939163.0,0.0,382578659.0,0.272710770284691,0.0285800272722553,0.004466411295364,0.0028145232663122,0.1587065887629622,0.4672783208815849,150360989.0,2024,8.19,3.83,1.5
092151,栃木県,那須烏山市,983,89202000,26156392.0,1111125.0,199999.0,278124.0,12411857.0,0.0,40157497.0,0.2932265195847626,0.0124562790071971,0.002242090984507,0.0031179121544359,0.1391432591197506,0.4501860608506535,8210758.0,2024,0.89,0.4,0.08
092169,栃木県,下野市,5156,97682341,16550781.0,9281042.0,1563301.0,467587.0,15645756.0,0.0,43508467.0,0.1694347292516259,0.0950124854194475,0.0160039264415253,0.0047868119786359,0.1601697485935559,0.4454077016847907,16583984.0,2024,0.98,0.44,0.17
093017,栃木県,上三川町,1818,33834000,8104432.0,1678314.0,0.0,537664.0,5062051.0,0.0,15382461.0,0.2395351421646864,0.0496043624756162,0.0,0.0158912336702725,0.1496143228704853,0.4546450611810604,3109036.0,2024,0.34,0.15,0.03
093424,栃木県,益子町,5175,124302400,33311705.0,9425933.0,0.0,1309301.0,16132807.0,0.0,60179746.0,0.2679892343188868,0.0758306597459099,0.0,0.0105331916358815,0.1297867700060497,0.4841398557067281,12915189.0,2024,1.24,0.6,0.13
